allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,refseq_parent_taxon,refseq_protein,refseq_parent_taxon2,refseq_gene,refseq_protein2,refseq_genome,refseq_organism,refseq_tax_id,genbank_organism,genbank_strain,genbank_organism2,genbank_strain2,genbank_tax_id,strain,parent_taxon
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002373947.1,NG_052285.1,No,EJY45308.1,AMBL01000051.1,-,79,627,+,101.0,649.0,,,,aacA-ENT1,2024-01-31.1,Enterococcus,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus,Enterococcus faecium 505 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus faecium 505,taxon:1134806,Enterococcus faecium 505,505,Enterococcus faecium 505,505,taxon:1134806,Enterococcus faecium 505,http://www.wikidata.org/entity/Q140010
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016628216.1,NG_052290.1,No,EPI08854.1,ATIS01000069.1,+,7477,8025,+,101.0,649.0,,,,aacA-ENT1,2024-01-31.1,Enterococcus,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus,Enterococcus faecium SD3B-2 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus faecium SD3B-2,taxon:1244155,Enterococcus faecium SD3B-2,SD3B-2,Enterococcus faecium SD3B-2,SD3B-2,taxon:1244155,Enterococcus faecium SD3B-2,http://www.wikidata.org/entity/Q140010
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_024635824.1,NG_052447.1,No,KEI48560.1,AWWN01000104.1,-,71128,71676,+,101.0,649.0,,,,aacA-ENT1,2024-01-31.1,Enterococcus faecium,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus faecium,Enterococcus faecium UC8668 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus faecium UC8668,taxon:1400822,Enterococcus faecium UC8668,UC8668,Enterococcus faecium UC8668,UC8668,taxon:1400822,Enterococcus faecium UC8668,http://www.wikidata.org/entity/Q140010
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010737153.1,NG_052281.1,No,AFM70383.1,CP003504.1,+,1433330,1433878,+,101.0,649.0,,,,aacA-ENT2,2024-01-31.1,Enterococcus hirae,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus hirae,Enterococcus hirae ATCC 9790 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus hirae ATCC 9790,taxon:768486,Enterococcus hirae ATCC 9790,ATCC 9790,Enterococcus hirae ATCC 9790,ATCC 9790,taxon:768486,Enterococcus hirae ATCC 9790,http://www.wikidata.org/entity/Q16981651
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_034688908.1,NG_052177.1,No,EYT95687.1,JDFT01000009.1,-,55658,56200,+,101.0,643.0,,,,aacA-ENT4,2024-01-31.1,Enterococcus,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus,Enterococcus mundtii CRL35 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus mundtii CRL35,taxon:1450511,Enterococcus mundtii CRL35,CRL35,Enterococcus mundtii CRL35,CRL35,taxon:1450511,Enterococcus mundtii CRL35,http://www.wikidata.org/entity/Q16981659
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_034860925.1,NG_052291.1,Yes,,KE351596.1,-,82508,83056,+,101.0,649.0,,,,aac(6')_Entco,2024-01-31.1,Enterococcus faecalis,aminoglycoside 6'-N-acetyltransferase,Enterococcus faecalis,Enterococcus faecalis 13-SD-W-01 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus faecalis 13-SD-W-01,taxon:1260356,,,Enterococcus faecalis 13-SD-W-01,13-SD-W-01,taxon:1260356,Enterococcus faecalis 13-SD-W-01,http://www.wikidata.org/entity/Q140014
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846353.1,NG_052465.1,No,KKJ73856.1,LBIL01000048.1,+,1529,2077,+,101.0,649.0,,,,aacA-ENT1,2024-01-31.1,Enterococcus faecium,aminoglycoside N-acetyltransferase AAC(6')-Ii,Enterococcus faecium,Enterococcus faecium MRSN 4777 aac(6')-I,aminoglycoside 6'-N-acetyltransferase,,Enterococcus faecium MRSN 4777,taxon:1409948,Enterococcus faecium MRSN 4777,MRSN 4777,Enterococcus faecium MRSN 4777,MRSN 4777,taxon:1409948,Enterococcus faecium MRSN 4777,http://www.wikidata.org/entity/Q140010
,aac(6')-Iak,,aminoglycoside N-acetyltransferase AAC(6')-Iak,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_005418370.1,NG_052391.1,No,EMI48985.1,APIT01000070.1,-,45273,45734,+,101.0,562.0,,,,aac(6')-Iak,2024-01-31.1,Stenotrophomonas maltophilia group,aminoglycoside N-acetyltransferase AAC(6')-Iak,Stenotrophomonas maltophilia group,Stenotrophomonas maltophilia AU12-09 aac(6')-Iak,aminoglycoside N-acetyltransferase AAC(6')-Iak,,Stenotrophomonas maltophilia AU12-09,taxon:1235458,Stenotrophomonas maltophilia AU12-09,AU12-09,Stenotrophomonas maltophilia AU12-09,AU12-09,taxon:1235458,Stenotrophomonas maltophilia AU12-09,http://www.wikidata.org/entity/Q142705
,aac(6')-Ib,,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_071846208.1,NG_052181.1,Yes,,JMXB01000033.1,+,1628,2182,+,101.0,655.0,,,,aac(6')-Ib-AKT,2024-01-31.1,Klebsiella pneumoniae,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Klebsiella pneumoniae,Klebsiella pneumoniae CHS 27 aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,,Klebsiella pneumoniae CHS 27,taxon:1438733,,,Klebsiella pneumoniae CHS 27,CHS 27,taxon:1438733,Klebsiella pneumoniae CHS 27,http://www.wikidata.org/entity/Q132592
,aac(6')-Ib,,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_071846209.1,NG_052182.1,Yes,,JMYR01000034.1,+,2159,2713,+,101.0,655.0,,,,aac(6')-Ib-AKT,2024-01-31.1,Klebsiella pneumoniae,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Klebsiella pneumoniae,Klebsiella pneumoniae CHS 74 aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,,Klebsiella pneumoniae CHS 74,taxon:1438778,,,Klebsiella pneumoniae CHS 74,CHS 74,taxon:1438778,Klebsiella pneumoniae CHS 74,http://www.wikidata.org/entity/Q132592
,aac(6')-Ib,,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,WP_022631162.1,NG_052535.1,No,ERN61539.1,AVAN01000004.1,-,7493,8047,+,101.0,655.0,,,,aac(6')-Ib-G,2024-01-31.1,Klebsiella pneumoniae,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,Klebsiella pneumoniae,Klebsiella pneumoniae 303K aac(6')-Ib,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,,Klebsiella pneumoniae 303K,taxon:1381121,Klebsiella pneumoniae 303K,303K,Klebsiella pneumoniae 303K,303K,taxon:1381121,Klebsiella pneumoniae 303K,http://www.wikidata.org/entity/Q132592
,aac(6')-Ie/aph(2'')-Ia,,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_012655884.1,NG_047217.1,No,BAH18719.1,AP009486.1,+,44169,45644,+,101.0,1576.0,,,,"aac(6')-Ie,aph(2'')-Ia",2024-01-31.1,Bacteria,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,Bacteria,Macrococcus caseolyticus JCSC5402 pMCCL2 aac(6')-Ie/aph(2'')-Ia,bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie/aminoglycoside O-phosphotransferase APH(2'')-Ia,,Macrococcus caseolyticus JCSC5402,taxon:458233,Macrococcus caseolyticus JCSC5402,JCSC5402,Macrococcus caseolyticus JCSC5402,JCSC5402,taxon:458233,Macrococcus caseolyticus JCSC5402,http://www.wikidata.org/entity/Q25862020
,aac(6')-Iz,,aminoglycoside N-acetyltransferase AAC(6')-Iz,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_012481011.1,NG_052343.1,No,BAP12403.1,AB971834.1,+,1,462,+,1.0,462.0,18419807,,,aac(6')-Iz,2024-01-31.1,Stenotrophomonas maltophilia,aminoglycoside N-acetyltransferase AAC(6')-Iz,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia K279a aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,,Stenotrophomonas maltophilia K279a,taxon:522373,Stenotrophomonas maltophilia K279a,K279a,Stenotrophomonas maltophilia K279a,K279a,taxon:522373,Stenotrophomonas maltophilia K279a,http://www.wikidata.org/entity/Q142705
,aac(6')-Iz,,aminoglycoside N-acetyltransferase AAC(6')-Iz,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_005414154.1,NG_052390.1,No,EMF61681.1,AMXM01000008.1,+,1489098,1489559,+,101.0,562.0,,,,aac(6')-Iz,2024-01-31.1,Stenotrophomonas maltophilia,aminoglycoside N-acetyltransferase AAC(6')-Iz,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia EPM1 aac(6')-Iz,aminoglycoside N-acetyltransferase AAC(6')-Iz,,Stenotrophomonas maltophilia EPM1,taxon:1190567,Stenotrophomonas maltophilia EPM1,EPM1,Stenotrophomonas maltophilia EPM1,EPM1,taxon:1190567,Stenotrophomonas maltophilia EPM1,http://www.wikidata.org/entity/Q142705
,aacA43,,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_024437351.1,NG_052295.1,Yes,,ASES01000046.1,+,114,677,+,101.0,664.0,,,,aacA43,2024-01-31.1,Acinetobacter baumannii,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,Acinetobacter baumannii,Acinetobacter baumannii TG02011 aacA43,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43,,Acinetobacter baumannii TG02011,taxon:1315135,,,Acinetobacter baumannii TG02011,TG02011,taxon:1315135,Acinetobacter baumannii TG02011,http://www.wikidata.org/entity/Q3241189
,aacA57-2,,aminoglycoside N-acetyltransferase AAC(6')-Ian,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_000959805.1,NG_052083.1,Yes,,CU459141.1,-,3667408,3667980,+,101.0,673.0,9371347,,,aacA57-2,2024-01-31.1,Acinetobacter baumannii,aminoglycoside N-acetyltransferase AAC(6')-Ian,Acinetobacter baumannii,Acinetobacter baumannii AYE aacA57-2,aminoglycoside N-acetyltransferase AAC(6')-Ian,,Acinetobacter baumannii AYE,taxon:509173,,,Acinetobacter baumannii AYE,AYE,taxon:509173,Acinetobacter baumannii AYE,http://www.wikidata.org/entity/Q3241189
,aacA8,,aminoglycoside 6'-N-acetyltransferase AacA8,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_051449075.1,NG_052107.1,Yes,,CBTR010000025.1,+,23755,24309,+,101.0,655.0,,,,aacA8,2024-01-31.1,Pseudomonas,aminoglycoside 6'-N-acetyltransferase AacA8,Pseudomonas,Pseudomonas aeruginosa MH27 aacA8,aminoglycoside 6'-N-acetyltransferase AacA8,,Pseudomonas aeruginosa MH27,taxon:1306165,,,Pseudomonas aeruginosa MH27,MH27,taxon:1306165,Pseudomonas aeruginosa MH27,http://www.wikidata.org/entity/Q31856
,aadA25,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_024131607.1,NG_052538.1,Yes,,CP000604.1,+,126104,126895,+,101.0,892.0,,,,aadA25,2024-01-31.1,Enterobacteriaceae,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,Enterobacteriaceae,Salmonella enterica subsp. enterica serovar Newport str. SL254 pSN254 aadA25,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,,Salmonella enterica subsp. enterica serovar Newport str. SL254,taxon:423368,,,Salmonella enterica subsp. enterica serovar Newport str. SL254,SL254,taxon:423368,Salmonella enterica subsp. enterica serovar Newport str. SL254,http://www.wikidata.org/entity/Q2264864
,aadA25,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_014325834.1,NG_047352.1,No,AET15272.1,CP003022.1,+,336789,337580,+,101.0,892.0,22001175,,,aadA25,2024-01-31.1,Pasteurella multocida,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,Pasteurella multocida,Pasteurella multocida 36950 aadA25,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25,,Pasteurella multocida 36950,taxon:1075089,Pasteurella multocida 36950,36950,Pasteurella multocida 36950,36950,taxon:1075089,Pasteurella multocida 36950,http://www.wikidata.org/entity/Q310656
,almG,,glycine--lipid A transferase AlmG,core,AMR,AMR,COLISTIN,COLISTIN,WP_001881365.1,NG_149646.1,No,AAF94731.1,AE003852.1,-,1687438,1688259,+,101.0,922.0,29101229,,,almG,2024-01-31.1,Vibrio cholerae,glycine--lipid A transferase AlmG,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961 almG,glycine--lipid A transferase AlmG,,Vibrio cholerae O1 biovar El Tor str. N16961,taxon:243277,Vibrio cholerae O1 biovar El Tor str. N16961,N16961,Vibrio cholerae O1 biovar El Tor str. N16961,N16961,taxon:243277,Vibrio cholerae O1 biovar El Tor str. N16961,http://www.wikidata.org/entity/Q160821
,ant(3'')-IIa,,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_001279068.1,NG_054652.1,No,ENV65326.1,APPX01000040.1,+,105599,106387,+,101.0,889.0,,,,ant(3'')-IIa,2024-01-31.1,Acinetobacter,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,Acinetobacter,Acinetobacter junii CIP 64.5 ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,Acinetobacter junii CIP 64.5,taxon:1217664,Acinetobacter junii CIP 64.5,CIP 64.5,Acinetobacter junii CIP 64.5,CIP 64.5,taxon:1217664,Acinetobacter junii CIP 64.5,http://www.wikidata.org/entity/Q16824998
,ant(3'')-IIa,,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_001279073.1,NG_054647.1,No,ABO10616.2,CP000521.1,+,156999,157787,+,101.0,889.0,,,,ant(3'')-IIa,2024-01-31.1,Acinetobacter baumannii,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,Acinetobacter baumannii,Acinetobacter baumannii ATCC 17978 ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,Acinetobacter baumannii ATCC 17978,taxon:400667,Acinetobacter baumannii ATCC 17978,ATCC 17978,Acinetobacter baumannii ATCC 17978,ATCC 17978,taxon:400667,Acinetobacter baumannii ATCC 17978,http://www.wikidata.org/entity/Q3241189
,ant(3'')-IIa,,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_014208115.1,NG_054649.1,No,ADY83642.1,CP002177.1,+,3285664,3286452,+,101.0,889.0,,,,ant(3'')-IIa,2024-01-31.1,Acinetobacter pittii,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,Acinetobacter pittii,Acinetobacter pittii PHEA-2 ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,Acinetobacter pittii PHEA-2,taxon:871585,Acinetobacter pittii PHEA-2,PHEA-2,Acinetobacter pittii PHEA-2,PHEA-2,taxon:871585,Acinetobacter pittii PHEA-2,http://www.wikidata.org/entity/Q16825015
,ant(3'')-IIa,,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_001279062.1,NG_054646.1,No,CAJ77832.1,CT025824.2,+,1,789,+,1.0,789.0,,,,ant(3'')-IIa,2024-01-31.1,Acinetobacter,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,Acinetobacter,Acinetobacter baumannii AYE ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,Acinetobacter baumannii AYE,taxon:509173,Acinetobacter baumannii AYE,AYE,Acinetobacter baumannii AYE,AYE,taxon:509173,Acinetobacter baumannii AYE,http://www.wikidata.org/entity/Q3241189
,ant(3'')-IIa,,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_001112624.1,NG_054648.1,No,EEX02086.1,GG704579.1,-,34581,35369,+,101.0,889.0,,,,ant(3'')-IIa,2024-01-31.1,Acinetobacter baumannii,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,Acinetobacter baumannii,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841 ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,taxon:575584,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,ATCC 19606,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,ATCC 19606,taxon:575584,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,http://www.wikidata.org/entity/Q3241189
,ant(3'')-IIc,,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_004680079.1,NG_054650.1,No,ENU37733.1,APOM01000001.1,-,40254,41033,+,101.0,880.0,28152054,,,ant(3'')-IIc,2024-01-31.1,Acinetobacter,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,Acinetobacter,Acinetobacter parvus DSM 16617 = CIP 108168 ant(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,,Acinetobacter parvus DSM 16617 = CIP 108168,taxon:981333,Acinetobacter parvus DSM 16617 = CIP 108168,CIP 108168,Acinetobacter parvus DSM 16617 = CIP 108168,CIP 108168,taxon:981333,Acinetobacter parvus DSM 16617 = CIP 108168,http://www.wikidata.org/entity/Q16825011
,ant(3'')-IIc,,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_005001597.1,NG_054653.1,No,ENV80847.1,APQC01000003.1,+,68768,69556,+,101.0,889.0,,,,ant(3'')-IIc,2024-01-31.1,Acinetobacter,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,Acinetobacter,Acinetobacter ursingii ANC 3649 ant(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,,Acinetobacter ursingii ANC 3649,taxon:1257043,Acinetobacter ursingii ANC 3649,ANC 3649,Acinetobacter ursingii ANC 3649,ANC 3649,taxon:1257043,Acinetobacter ursingii ANC 3649,http://www.wikidata.org/entity/Q16825049
,ant(3'')-IIc,,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_004758588.1,NG_054654.1,No,ESK39014.1,AYEQ01000163.1,-,124019,124807,+,101.0,889.0,,,,ant(3'')-IIc,2024-01-31.1,Acinetobacter,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,Acinetobacter,Acinetobacter gyllenbergii NIPH 230 ant(3'')-IIc,aminoglycoside nucleotidyltransferase ANT(3'')-IIc,,Acinetobacter gyllenbergii NIPH 230,taxon:1217658,Acinetobacter gyllenbergii NIPH 230,NIPH 230,Acinetobacter gyllenbergii NIPH 230,NIPH 230,taxon:1217658,Acinetobacter gyllenbergii NIPH 230,http://www.wikidata.org/entity/Q16824986
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_002294505.1,NG_050582.1,No,CAZ51641.1,FM252031.1,+,928185,929048,+,101.0,964.0,19603075,,,ant(6)-Ia,2024-01-31.1,Bacteria,aminoglycoside nucleotidyltransferase ANT(6)-Ia,Bacteria,Streptococcus suis SC84 ant(6)-Ia,aminoglycoside nucleotidyltransferase ANT(6)-Ia,,Streptococcus suis SC84,taxon:568813,Streptococcus suis SC84,SC84,Streptococcus suis SC84,SC84,taxon:568813,Streptococcus suis SC84,http://www.wikidata.org/entity/Q287694
,ant(6)-Ia,,aminoglycoside nucleotidyltransferase ANT(6)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255864.1,NG_047395.1,No,CBJ22950.1,FN568063.1,-,1762050,1762958,+,101.0,1009.0,,,,ant(6)-Ia,2024-01-31.1,Bacteria,aminoglycoside nucleotidyltransferase ANT(6)-Ia,Bacteria,Streptococcus mitis B6 ant(6)-Ia,aminoglycoside nucleotidyltransferase ANT(6)-Ia,,Streptococcus mitis B6,taxon:365659,Streptococcus mitis B6,B6,Streptococcus mitis B6,B6,taxon:365659,Streptococcus mitis B6,http://www.wikidata.org/entity/Q684674
,aph(2'')-Ig,,aminoglycoside O-phosphotransferase APH(2'')-Ig,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN,WP_021034342.1,NG_047407.1,No,AGV10818.1,CP004067.1,-,43008,43928,+,101.0,1021.0,23959310,,,aph(2'')-Ig,2024-01-31.1,Campylobacter,aminoglycoside O-phosphotransferase APH(2'')-Ig,Campylobacter,Campylobacter coli CVM N29710 pN29710-1 aph(2'')-Ig,aminoglycoside O-phosphotransferase APH(2'')-Ig,,Campylobacter coli CVM N29710,taxon:1273173,Campylobacter coli CVM N29710,CVM N29710,Campylobacter coli CVM N29710,CVM N29710,taxon:1273173,Campylobacter coli CVM N29710,http://www.wikidata.org/entity/Q1031711
,aph(3'')-Ia,,aminoglycoside O-phosphotransferase APH(3'')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_012377648.1,NG_047411.1,No,BAG17078.1,AP009493.1,+,267117,267935,+,101.0,919.0,,,,aph(3'')-Ia,2024-01-31.1,Streptomyces griseus,aminoglycoside O-phosphotransferase APH(3'')-Ia,Streptomyces griseus,Streptomyces griseus subsp. griseus NBRC 13350 aph(3'')-Ia,aminoglycoside O-phosphotransferase APH(3'')-Ia,,Streptomyces griseus subsp. griseus NBRC 13350,taxon:455632,Streptomyces griseus subsp. griseus NBRC 13350,NBRC 13350,Streptomyces griseus subsp. griseus NBRC 13350,NBRC 13350,taxon:455632,Streptomyces griseus subsp. griseus NBRC 13350,http://www.wikidata.org/entity/Q7623385
,aph(3')-IIb,,aminoglycoside O-phosphotransferase APH(3')-IIb,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_003113011.1,NG_047424.1,No,AGY72832.1,CP006832.1,-,4607573,4608379,+,101.0,907.0,,,aph(3')-IIps,aph(3')-IIb,2024-01-31.1,Pseudomonas,aminoglycoside O-phosphotransferase APH(3')-IIb,Pseudomonas,Pseudomonas aeruginosa PAO1-VE13 aph(3')-IIb,aminoglycoside O-phosphotransferase APH(3')-IIb,,Pseudomonas aeruginosa PAO1-VE13,taxon:1367494,Pseudomonas aeruginosa PAO1-VE13,PAO1-VE13,Pseudomonas aeruginosa PAO1-VE13,PAO1-VE13,taxon:1367494,Pseudomonas aeruginosa PAO1-VE13,http://www.wikidata.org/entity/Q31856
,aph(3')-IIc,,aminoglycoside O-phosphotransferase APH(3')-IIc,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_012479999.1,NG_051214.1,No,CAQ45623.1,AM743169.1,+,2142796,2143599,+,101.0,904.0,18419807,,,aph(3')-IIc,2024-01-31.1,Stenotrophomonas maltophilia,aminoglycoside O-phosphotransferase APH(3')-IIc,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia K279a aph(3')-IIc,aminoglycoside O-phosphotransferase APH(3')-IIc,,Stenotrophomonas maltophilia K279a,taxon:522373,Stenotrophomonas maltophilia K279a,K279a,Stenotrophomonas maltophilia K279a,K279a,taxon:522373,Stenotrophomonas maltophilia K279a,http://www.wikidata.org/entity/Q142705
,aph(3')-VIIIb,,aminoglycoside O-phosphotransferase APH(3')-VIIIb,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,WP_016656536.1,NG_055649.1,No,EPF73263.1,ATGI01000028.1,-,7478,8257,+,101.0,880.0,27965516,,,aph(3')-VIIIb,2024-01-31.1,Gammaproteobacteria,aminoglycoside O-phosphotransferase APH(3')-VIIIb,Gammaproteobacteria,Acinetobacter rudis CIP 110305 aph(3')-VIIIb,aminoglycoside O-phosphotransferase APH(3')-VIIIb,,Acinetobacter rudis CIP 110305,taxon:421052,Acinetobacter rudis CIP 110305,CIP 110305,Acinetobacter rudis CIP 110305,CIP 110305,taxon:421052,Acinetobacter rudis CIP 110305,http://www.wikidata.org/entity/Q16825023
,aph(4)-Ia,,aminoglycoside O-phosphotransferase APH(4)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,HYGROMYCIN,WP_000742814.1,NG_047456.1,No,CAA24743.1,V01499.1,+,231,1256,+,101.0,1126.0,6314265,,hph,aph(4)-Ia,2024-01-31.1,Bacteria,aminoglycoside O-phosphotransferase APH(4)-Ia,Bacteria,Escherichia coli K-12 aph(4)-Ia,aminoglycoside O-phosphotransferase APH(4)-Ia,,Escherichia coli K-12,taxon:83333,Escherichia coli K-12,K-12,Escherichia coli K-12,K-12,taxon:83333,Escherichia coli K-12,https://www.wikidata.org/entity/Q21399437
